,heat_Demand_MT,heat_Demand_HT,heat_Waste_Heat_MT,heat_Waste_Heat_HT
2021-03-11 21:45:00,1098.220985,285.9,2252.580632,403.1848094
2021-03-11 22:00:00,1109.450189,262.3,2431.986521,446.0495639
2021-03-11 22:15:00,1102.551716,512.5,2371.151888,149.4907865
2021-03-11 22:30:00,1128.080783,347.9,2154.344135,217.2056813
2021-03-11 22:45:00,1125.617961,225.8,2434.499014,319.8420517
2021-03-11 23:00:00,1105.732891,206.0,2579.287258,539.3701861
2021-03-11 23:15:00,1056.938959,334.0,2348.709141,577.6756028
2021-03-11 23:30:00,1082.965007,452.3,2111.64082,268.9443965
2021-03-11 23:45:00,1137.83752,377.6,2233.113167,214.3499
2021-03-12 00:00:00,1164.439712,157.4,2367.933094,161.5290045
2021-03-12 00:15:00,1089.971753,193.5,2316.443594,130.3925852
2021-03-12 00:30:00,1199.006995,283.6,2223.847404,446.055587
2021-03-12 00:45:00,1149.956563,656.4,1770.066903,430.229275
2021-03-12 01:00:00,1121.826649,468.0,1656.251017,469.1770844
2021-03-12 01:15:00,1117.086139,409.8,2132.629748,194.7127741
2021-03-12 01:30:00,1088.61165,258.2,1738.636621,234.3253474
2021-03-12 01:45:00,1073.543873,313.6,2040.683853,167.2377776
2021-03-12 02:00:00,1057.965066,200.6,1925.628225,173.7065851
2021-03-12 02:15:00,1048.138296,269.4,2048.987148,470.9564466
2021-03-12 02:30:00,1068.955701,303.9,2095.947341,359.944252
2021-03-12 02:45:00,1107.914511,289.2,2029.615528,269.288435
2021-03-12 03:00:00,1098.117469,440.8,2022.978144,167.5797345
2021-03-12 03:15:00,994.6736431,422.6,2000.221489,334.0359478
2021-03-12 03:30:00,1049.028722,303.0,2018.23909,268.0715153
2021-03-12 03:45:00,1123.442366,223.1,1804.399355,373.1513208
2021-03-12 04:00:00,1062.060148,550.8,2055.441477,477.1228743
2021-03-12 04:15:00,1116.87796,394.2,1764.099695,149.7051163
2021-03-12 04:30:00,1070.426208,153.8,2022.672428,105.7751167
2021-03-12 04:45:00,1004.578224,189.5,2178.323639,186.6425021
2021-03-12 05:00:00,973.6681144,161.0,1958.478595,434.7025549
2021-03-12 05:15:00,957.8636044,366.8,2200.913363,563.4411306
2021-03-12 05:30:00,980.00603,516.3,1975.875101,181.8035031
2021-03-12 05:45:00,1040.013447,384.6,2255.643474,203.9034733
2021-03-12 06:00:00,1098.825225,388.0,2095.063937,163.3239207
2021-03-12 06:15:00,1164.787151,247.3,2352.169412,299.3298035
2021-03-12 06:30:00,1135.204358,505.6,2253.973074,529.1000729
2021-03-12 06:45:00,1060.730378,638.8,2472.333529,184.5423066
2021-03-12 07:00:00,1088.728692,601.7,2487.959288,151.7878601
2021-03-12 07:15:00,1175.185941,325.7,2399.125749,207.6283313
2021-03-12 07:30:00,1133.198235,403.3,2277.308251,161.8330528
2021-03-12 07:45:00,1159.076747,413.6,2549.186556,547.8086715
2021-03-12 08:00:00,1125.957828,508.8,2423.473929,301.4159136
2021-03-12 08:15:00,1081.113836,539.4,2416.324874,90.00313845
2021-03-12 08:30:00,1120.862575,400.7,2603.799912,181.6430135
2021-03-12 08:45:00,1214.81716,366.5,2640.608292,204.3621434
2021-03-12 09:00:00,1240.300978,269.6,2073.084627,331.9216368
2021-03-12 09:15:00,1254.068111,283.6,1986.085554,489.4762389
2021-03-12 09:30:00,1164.204262,348.2,2072.689357,148.4092523
2021-03-12 09:45:00,1055.076238,236.2,1958.778328,81.13168247
2021-03-12 10:00:00,914.188945,280.7,1895.084621,99.39578108
2021-03-12 10:15:00,926.2726875,416.9,2055.294585,184.0063883
2021-03-12 10:30:00,958.6191525,250.0,2088.958172,548.4841257
2021-03-12 10:45:00,945.0831094,449.7,2108.039395,108.4340056
2021-03-12 11:00:00,932.109395,179.8,1857.173633,151.5141502
2021-03-12 11:15:00,786.2155109,411.4,1997.767807,214.8802427
2021-03-12 11:30:00,770.0074244,476.2,2002.413529,155.2912919
2021-03-12 11:45:00,781.1145106,374.5,2065.800747,318.7316027
2021-03-12 12:00:00,778.1976909,638.7,2225.989069,346.4892467
2021-03-12 12:15:00,774.5904509,374.7,2176.916746,41.40103142
2021-03-12 12:30:00,800.8695666,192.3,2116.091651,19.65418624
2021-03-12 12:45:00,793.7154291,204.9,2352.837707,133.5453389
2021-03-12 13:00:00,802.3085625,185.8,2185.681767,166.3898391
2021-03-12 13:15:00,787.0409469,256.5,2017.741786,497.6399111
2021-03-12 13:30:00,760.2004194,469.9,1778.156823,435.1979139
2021-03-12 13:45:00,739.4058103,677.0,1797.716189,63.13748848
2021-03-12 14:00:00,714.4119625,411.4,1703.52239,3.549861176
2021-03-12 14:15:00,627.5919284,216.7,1507.758235,64.25069115
2021-03-12 14:30:00,0.0,176.5,1901.920224,67.81379618
2021-03-12 14:45:00,0.0,324.5,1944.863622,349.4526326
2021-03-12 15:00:00,0.0,236.6,1596.957262,305.7388972
2021-03-12 15:15:00,0.0,440.4,1545.518815,169.4447465
2021-03-12 15:30:00,0.0,522.3,1408.480236,166.0278358
2021-03-12 15:45:00,0.0,276.1,1454.597988,129.7464453
2021-03-12 16:00:00,0.0,245.7,1503.332199,133.5228372
2021-03-12 16:15:00,0.0,156.6,1933.892847,279.3175595
2021-03-12 16:30:00,0.0,318.9,2204.652492,160.5800768
2021-03-12 16:45:00,0.0,364.3,2141.982551,7.33855026
2021-03-12 17:00:00,0.0,208.6,2399.935564,50.55278984
2021-03-12 17:15:00,0.0,255.1,2017.805443,114.9677644
2021-03-12 17:30:00,0.0,392.5,1892.146536,230.2236524
2021-03-12 17:45:00,0.0,248.8,1825.119156,349.4342198
2021-03-12 18:00:00,0.0,231.6,2079.25656,169.1841285
2021-03-12 18:15:00,0.0,310.3,2464.279363,0.0
2021-03-12 18:30:00,0.0,258.6,2786.024913,36.30608355
2021-03-12 18:45:00,0.0,494.5,2274.069494,70.79514319
2021-03-12 19:00:00,0.0,226.6,2132.413066,310.8102898
2021-03-12 19:15:00,0.0,320.9,2107.093158,382.1007243
2021-03-12 19:30:00,0.0,460.5,2164.285297,250.5977549
2021-03-12 19:45:00,0.0,309.2,2360.320753,289.7350628
2021-03-12 20:00:00,0.0,410.8,2511.846453,192.5340237
2021-03-12 20:15:00,0.0,277.5,2286.163007,79.29246988
2021-03-12 20:30:00,0.0,137.6,2286.883904,110.7839135
2021-03-12 20:45:00,0.0,163.9,2141.560031,86.59871606
2021-03-12 21:00:00,0.0,212.4,2472.737064,404.3783302
2021-03-12 21:15:00,0.0,480.4,2449.499507,387.5194184
2021-03-12 21:30:00,0.0,498.8,2045.214096,303.9518594
2021-03-12 21:45:00,0.0,438.6,1953.432797,297.0081618
2021-03-12 22:00:00,0.0,563.6,2013.459244,178.7849188
2021-03-12 22:15:00,0.0,203.9,1957.029779,236.1064361
2021-03-12 22:30:00,0.0,308.3,2028.451794,380.4820576
2021-03-12 22:45:00,0.0,445.1,1832.550517,313.8426111
2021-03-12 23:00:00,0.0,364.9,2010.946734,341.6894694
2021-03-12 23:15:00,0.0,323.8,1972.340963,169.2970479
2021-03-12 23:30:00,0.0,307.9,1982.59052,180.3375194
2021-03-12 23:45:00,0.0,369.5,2259.406049,291.4779111
2021-03-13 00:00:00,0.0,343.4,1682.449189,314.9194236
2021-03-13 00:15:00,0.0,301.3,1797.760714,258.9645611
2021-03-13 00:30:00,0.0,218.5,1694.725856,308.9325965
2021-03-13 00:45:00,0.0,527.1,1949.971501,274.999159
2021-03-13 01:00:00,0.0,488.2,1816.505885,246.4240243
2021-03-13 01:15:00,0.0,410.0,1610.853319,287.9240889
2021-03-13 01:30:00,0.0,181.1,1990.645057,491.695825
2021-03-13 01:45:00,0.0,504.8,1439.344963,236.6448838
2021-03-13 02:00:00,0.0,371.4,1841.829715,83.56031406
2021-03-13 02:15:00,0.0,223.9,1823.311058,319.0348104
2021-03-13 02:30:00,0.0,291.4,1705.670619,265.3743938
2021-03-13 02:45:00,0.0,319.6,1792.993515,356.5686931
2021-03-13 03:00:00,0.0,371.5,1627.472892,404.0489403
2021-03-13 03:15:00,0.0,403.8,1802.149401,281.0526722
2021-03-13 03:30:00,0.0,387.0,1690.576029,83.19658886
2021-03-13 03:45:00,0.0,275.0,1824.876806,154.0102578
2021-03-13 04:00:00,0.0,262.8,1757.905272,208.8104646
2021-03-13 04:15:00,0.0,189.6,1978.434412,426.7127583
2021-03-13 04:30:00,0.0,329.6,1917.523853,513.1553625
2021-03-13 04:45:00,0.0,289.7,1841.015417,369.6451889
2021-03-13 05:00:00,0.0,390.9,1771.980992,359.6017826
2021-03-13 05:15:00,0.0,769.0,1896.435878,246.2263618
2021-03-13 05:30:00,0.0,238.5,1815.761234,67.04597057
2021-03-13 05:45:00,0.0,500.7,1829.976324,126.4388155
2021-03-13 06:00:00,0.0,542.6,2095.115485,197.6411063
2021-03-13 06:15:00,0.0,431.1,2184.319583,379.3369057
2021-03-13 06:30:00,0.0,433.4,2362.057214,579.2754333
2021-03-13 06:45:00,0.0,540.2,2424.823865,231.4141681
2021-03-13 07:00:00,0.0,460.4,2227.470672,251.8643271
2021-03-13 07:15:00,0.0,398.0,2140.339028,117.9059289
2021-03-13 07:30:00,0.0,514.2,1847.152634,69.26654753
2021-03-13 07:45:00,0.0,774.4,2002.555663,496.721128
2021-03-13 08:00:00,0.0,942.7,1860.058259,269.8898339
2021-03-13 08:15:00,0.0,423.1,1795.082947,148.8722918
2021-03-13 08:30:00,0.0,395.8,2106.075026,260.2696288
2021-03-13 08:45:00,0.0,309.3,1727.844183,227.6224304
2021-03-13 09:00:00,0.0,206.8,1823.904165,517.4392016
2021-03-13 09:15:00,0.0,355.3,1641.294397,288.9092212
2021-03-13 09:30:00,0.0,324.7,1969.360044,68.52753767
2021-03-13 09:45:00,0.0,465.5,1788.095773,115.6572294
2021-03-13 10:00:00,0.0,301.5,1667.272508,152.5492192
2021-03-13 10:15:00,0.0,453.1,2023.833101,236.6135578
2021-03-13 10:30:00,0.0,436.8,1918.605096,388.7753021
2021-03-13 10:45:00,0.0,492.8,2141.617742,210.7275932
2021-03-13 11:00:00,0.0,474.5,1696.216592,103.3857655
2021-03-13 11:15:00,0.0,309.2,1496.256535,113.1931653
2021-03-13 11:30:00,0.0,189.7,1752.723606,141.3340813
2021-03-13 11:45:00,0.0,230.0,1559.421985,514.8495201
2021-03-13 12:00:00,0.0,420.5,1143.812782,157.8874342
2021-03-13 12:15:00,0.0,473.0,1527.334376,83.23000213
2021-03-13 12:30:00,0.0,260.9,1494.543942,150.1163699
2021-03-13 12:45:00,0.0,294.0,1841.059539,226.9247828
2021-03-13 13:00:00,0.0,192.7,1568.358338,212.3193123
2021-03-13 13:15:00,0.0,255.3,1575.463472,327.9208688
2021-03-13 13:30:00,0.0,315.2,1409.122415,212.5140861
2021-03-13 13:45:00,0.0,237.5,1196.970111,28.29182365
2021-03-13 14:00:00,0.0,301.6,1982.21779,43.31291988
2021-03-13 14:15:00,0.0,511.7,2138.199721,255.7763565
2021-03-13 14:30:00,0.0,485.9,1683.316843,222.9366965
2021-03-13 14:45:00,0.0,305.8,1535.885605,469.3775604
2021-03-13 15:00:00,0.0,318.6,1431.27185,165.6126861
2021-03-13 15:15:00,0.0,461.7,1059.035907,0.0
2021-03-13 15:30:00,0.0,177.9,1359.280269,13.47535677
2021-03-13 15:45:00,0.0,205.8,1339.052938,43.65919661
2021-03-13 16:00:00,0.0,81.9,1531.369771,179.9812413
2021-03-13 16:15:00,0.0,262.1,1641.795826,374.1911417
2021-03-13 16:30:00,0.0,492.3,2143.140453,293.9226993
2021-03-13 16:45:00,0.0,346.7,2423.4158,78.42809444
2021-03-13 17:00:00,0.0,185.7,2038.06524,0.0
2021-03-13 17:15:00,0.0,115.0,1873.63609,0.0
2021-03-13 17:30:00,0.0,162.9,1939.57598,19.05543377
2021-03-13 17:45:00,0.0,314.5,2056.63547,197.687077
2021-03-13 18:00:00,0.0,295.6,1987.831308,322.2962861
2021-03-13 18:15:00,0.0,443.3,2018.367268,228.6855986
2021-03-13 18:30:00,0.0,542.0,2078.589918,251.9720563
2021-03-13 18:45:00,0.0,421.7,2406.886235,61.46130035
2021-03-13 19:00:00,0.0,258.4,2142.946729,151.1062813
2021-03-13 19:15:00,0.0,276.7,2361.541583,241.7570743
2021-03-13 19:30:00,0.0,195.6,2359.631308,291.6105951
2021-03-13 19:45:00,0.0,207.5,2307.79733,254.5662743
2021-03-13 20:00:00,0.0,173.8,2158.486678,215.951459
2021-03-13 20:15:00,0.0,379.2,2249.274903,558.041834
2021-03-13 20:30:00,0.0,422.5,2144.435854,212.5796257
2021-03-13 20:45:00,0.0,524.2,1840.723764,196.4785847
2021-03-13 21:00:00,0.0,441.3,2306.505738,106.2183094
2021-03-13 21:15:00,0.0,262.0,1935.805578,176.7056493
2021-03-13 21:30:00,0.0,136.4,2211.459936,295.0822604
2021-03-13 21:45:00,0.0,237.5,1910.347458,392.4940035
2021-03-13 22:00:00,0.0,555.8,1913.598342,245.1431135
2021-03-13 22:15:00,0.0,376.6,1562.200692,153.539708
2021-03-13 22:30:00,0.0,273.2,1676.326307,109.141853
2021-03-13 22:45:00,0.0,170.2,2063.350808,241.4402443
2021-03-13 23:00:00,0.0,305.2,1761.204394,364.699466
2021-03-13 23:15:00,0.0,478.4,1892.223858,340.0062431
2021-03-13 23:30:00,0.0,274.8,1874.460056,344.0754139
2021-03-13 23:45:00,0.0,417.8,1982.257837,159.7785549
2021-03-14 00:00:00,0.0,121.5,1744.81258,142.0310156
2021-03-14 00:15:00,0.0,177.5,1606.150738,190.0881753
2021-03-14 00:30:00,0.0,368.3,1676.058772,401.9873076
2021-03-14 00:45:00,0.0,472.2,1723.835571,404.6595965
2021-03-14 01:00:00,0.0,373.6,1438.944275,342.1872056
2021-03-14 01:15:00,0.0,281.9,1554.404693,378.4094792
2021-03-14 01:30:00,0.0,341.7,1664.127186,121.2636036
2021-03-14 01:45:00,0.0,108.2,1743.597833,177.2786106
2021-03-14 02:00:00,0.0,271.1,2073.696502,215.1961903
2021-03-14 02:15:00,0.0,508.4,1632.254584,197.6940111
2021-03-14 02:30:00,0.0,239.1,1488.419428,443.1556514
2021-03-14 02:45:00,0.0,333.3,1676.106824,424.1747569
2021-03-14 03:00:00,0.0,384.6,1650.881306,242.5606354
2021-03-14 03:15:00,0.0,334.0,1683.046869,232.9438099
2021-03-14 03:30:00,0.0,251.1,2027.025677,186.6101274
2021-03-14 03:45:00,0.0,262.7,1754.619386,200.4976337
2021-03-14 04:00:00,0.0,478.2,1613.134133,370.9880069
2021-03-14 04:15:00,0.0,446.7,1805.349752,492.9160236
2021-03-14 04:30:00,0.0,386.4,1754.410606,328.7060431
2021-03-14 04:45:00,0.0,406.9,1903.004678,375.3423903
2021-03-14 05:00:00,0.0,364.3,1902.485865,331.4530729
2021-03-14 05:15:00,0.0,327.6,1689.150508,378.5090632
2021-03-14 05:30:00,0.0,417.4,1586.166664,197.3476986
2021-03-14 05:45:00,0.0,262.7,1995.954472,151.9439472
2021-03-14 06:00:00,0.0,401.7,1858.243152,258.7321542
2021-03-14 06:15:00,0.0,339.3,2120.684143,301.2660646
2021-03-14 06:30:00,0.0,488.7,2027.614161,462.0399948
2021-03-14 06:45:00,0.0,442.9,2117.025669,463.6677267
2021-03-14 07:00:00,0.0,485.3,2158.970968,204.0393337
2021-03-14 07:15:00,0.0,243.8,2318.847493,243.7396064
2021-03-14 07:30:00,0.0,332.3,2307.476511,118.1426813
2021-03-14 07:45:00,0.0,523.6,2081.265751,221.8336695
2021-03-14 08:00:00,0.0,446.9,2019.171746,609.3127878
2021-03-14 08:15:00,0.0,493.8,1986.442562,377.2947347
2021-03-14 08:30:00,0.0,501.0,1987.601858,429.7140441
2021-03-14 08:45:00,0.0,546.4,1870.425306,379.184926
2021-03-14 09:00:00,0.0,470.7,2001.539466,195.2964752
2021-03-14 09:15:00,0.0,317.7,2086.041513,96.45317257
2021-03-14 09:30:00,0.0,391.8,2191.331922,85.31566988
2021-03-14 09:45:00,0.0,299.9,2036.936024,432.1458709
2021-03-14 10:00:00,0.0,338.2,2027.40042,447.9666382
2021-03-14 10:15:00,0.0,461.7,1954.752895,382.1119038
2021-03-14 10:30:00,0.0,622.6,1999.162555,345.1454684
2021-03-14 10:45:00,0.0,512.5,2356.727475,357.1799604
2021-03-14 11:00:00,0.0,456.3,2155.817081,108.6359912
2021-03-14 11:15:00,0.0,318.7,2040.846628,76.32688451
2021-03-14 11:30:00,0.0,460.2,2057.359515,106.2326434
2021-03-14 11:45:00,0.0,291.9,1832.493053,414.7951406
2021-03-14 12:00:00,0.0,439.0,1944.102549,435.7542582
2021-03-14 12:15:00,0.0,369.9,1746.99514,390.952245
2021-03-14 12:30:00,0.0,384.9,1974.588099,305.4548865
2021-03-14 12:45:00,0.0,454.0,1982.727324,167.9602726
2021-03-14 13:00:00,0.0,283.6,1707.994024,29.23572478
2021-03-14 13:15:00,0.0,242.5,1590.266897,47.15693711
2021-03-14 13:30:00,0.0,292.5,1615.02564,257.1410608
2021-03-14 13:45:00,0.0,314.9,1796.906558,461.2431144
2021-03-14 14:00:00,0.0,365.0,1605.719235,186.1453108
2021-03-14 14:15:00,0.0,319.5,1643.027517,220.730133
2021-03-14 14:30:00,0.0,300.5,1693.225081,217.3238563
2021-03-14 14:45:00,0.0,527.8,1628.153956,110.8025346
2021-03-14 15:00:00,0.0,305.0,1374.059207,377.353926
2021-03-14 15:15:00,0.0,611.0,1122.656045,302.0974075
2021-03-14 15:30:00,0.0,438.7,1623.812128,259.3222238
2021-03-14 15:45:00,0.0,390.3,2090.778473,260.1675236
2021-03-14 16:00:00,0.0,283.7,1670.528545,252.341859
2021-03-14 16:15:00,0.0,381.1,1751.248775,226.5469637
2021-03-14 16:30:00,0.0,399.4,1929.160869,63.66940538
2021-03-14 16:45:00,0.0,295.7,2223.969894,72.82191771
2021-03-14 17:00:00,0.0,170.9,1803.503776,164.2655938
2021-03-14 17:15:00,0.0,232.0,1859.576827,377.7838181
2021-03-14 17:30:00,0.0,293.3,1896.766739,326.8935903
2021-03-14 17:45:00,0.0,433.7,2413.827699,317.6069479
2021-03-14 18:00:00,0.0,444.4,2487.615813,231.2394306
2021-03-14 18:15:00,0.0,306.7,2235.47486,157.4935809
2021-03-14 18:30:00,0.0,245.0,2372.242049,179.167026
2021-03-14 18:45:00,0.0,239.6,2431.732524,355.5311674
2021-03-14 19:00:00,0.0,432.4,2623.146385,456.8131792
2021-03-14 19:15:00,0.0,485.6,2418.20304,380.1582326
2021-03-14 19:30:00,0.0,319.2,2412.725656,369.1744854
2021-03-14 19:45:00,0.0,310.9,2585.374785,224.1309705
2021-03-14 20:00:00,0.0,255.5,2401.759063,154.4898094
2021-03-14 20:15:00,0.0,171.7,2371.737289,212.2443767
2021-03-14 20:30:00,0.0,210.0,2430.807137,434.0118135
2021-03-14 20:45:00,0.0,339.5,2401.978184,373.2241611
2021-03-14 21:00:00,0.0,292.2,2203.238629,184.8530201
2021-03-14 21:15:00,0.0,262.1,2383.970314,385.7775097
2021-03-14 21:30:00,0.0,399.1,2391.776294,364.3775792
2021-03-14 21:45:00,0.0,309.9,2394.939818,527.253459
2021-03-14 22:00:00,0.0,280.9,2012.527577,420.2092299
2021-03-14 22:15:00,3.877344258,333.9,2222.794709,396.7134542
2021-03-14 22:30:00,56.78593133,291.2,2285.387544,195.9249562
2021-03-14 22:45:00,116.8706061,266.5,2243.688793,265.0164563
2021-03-14 23:00:00,110.3646274,229.7,2187.252755,301.0777632
2021-03-14 23:15:00,106.3838466,433.8,2203.486909,332.2955486
2021-03-14 23:30:00,142.0952559,331.6,2149.017242,599.5061431
2021-03-14 23:45:00,139.7416198,375.6,2210.980657,351.4654958
2021-03-15 00:00:00,137.1542397,364.3,2060.228199,220.2256618
2021-03-15 00:15:00,91.59781357,239.2,1914.747691,295.9116457
2021-03-15 00:30:00,146.9359404,411.6,2021.070355,332.9401354
2021-03-15 00:45:00,235.8120781,298.3,2053.384801,296.3076257
2021-03-15 01:00:00,237.4706178,331.4,2271.400868,658.6898049
2021-03-15 01:15:00,280.3754216,399.2,2314.170229,368.7803969
2021-03-15 01:30:00,377.1861184,261.7,2010.389376,315.0302087
2021-03-15 01:45:00,409.4560467,414.9,1825.483556,272.0834642
2021-03-15 02:00:00,405.7209827,498.4,1929.293649,310.0149438
2021-03-15 02:15:00,420.2734497,216.1,2079.839217,324.4539267
2021-03-15 02:30:00,433.909357,251.2,1879.098335,622.682083
2021-03-15 02:45:00,452.0818973,338.2,2112.247013,430.8622035
2021-03-15 03:00:00,549.4771819,285.4,1874.792921,446.3213066
2021-03-15 03:15:00,545.8430666,303.9,1982.909456,390.2762872
2021-03-15 03:30:00,596.2768641,402.7,1907.672171,410.8610698
2021-03-15 03:45:00,644.6265388,564.2,1846.268071,236.444046
2021-03-15 04:00:00,674.2362541,269.4,2016.240312,322.6513575
2021-03-15 04:15:00,623.9453719,403.4,1910.348763,386.4744219
2021-03-15 04:30:00,577.4061725,519.8,1968.684388,426.830808
2021-03-15 04:45:00,609.6846016,246.9,1926.484802,532.3775472
2021-03-15 05:00:00,676.3622525,328.4,2027.906167,285.3088028
2021-03-15 05:15:00,674.9515816,269.7,1946.473942,363.5278656
2021-03-15 05:30:00,753.6397563,324.1,2164.661538,353.9565337
2021-03-15 05:45:00,750.8410241,259.1,2094.551606,319.9112639
2021-03-15 06:00:00,771.5301606,239.4,2069.648457,461.446741
2021-03-15 06:15:00,771.8838337,374.9,2283.42261,530.5117531
2021-03-15 06:30:00,744.4320291,649.9,2383.430019,290.7833967
2021-03-15 06:45:00,839.6800178,345.9,2355.364651,293.8109446
2021-03-15 07:00:00,876.3831609,239.2,2316.533603,287.0725283
2021-03-15 07:15:00,921.3396797,204.7,2290.777506,274.0013415
2021-03-15 07:30:00,849.2698531,360.4,2345.835614,441.7509833
2021-03-15 07:45:00,894.9525956,285.6,2384.355682,524.6311764
2021-03-15 08:00:00,854.0447634,402.7,2340.748943,314.5811611
2021-03-15 08:15:00,837.6662613,444.3,2091.890905,288.8094014
2021-03-15 08:30:00,823.7708819,246.4,1938.80486,295.4703248
2021-03-15 08:45:00,668.3600466,243.8,2109.469006,270.0940927
2021-03-15 09:00:00,655.8746272,190.0,2106.709502,500.8910333
2021-03-15 09:15:00,675.0848441,405.7,1852.73398,308.125508
2021-03-15 09:30:00,686.5977822,260.7,2189.087993,386.6533042
2021-03-15 09:45:00,606.8641,327.4,2107.733095,314.0579674
2021-03-15 10:00:00,491.0326834,303.4,2354.216801,284.2974674
2021-03-15 10:15:00,485.2875573,226.5,2261.858388,219.0555601
2021-03-15 10:30:00,485.43789,226.5,2374.665917,228.2427601
2021-03-15 10:45:00,532.6411316,266.0,2313.943492,535.1789417
2021-03-15 11:00:00,537.5056669,352.1,2402.319344,321.3932448
2021-03-15 11:15:00,505.6623953,245.6,1997.148106,304.9703758
2021-03-15 11:30:00,476.7776109,252.3,2049.528268,229.5930157
2021-03-15 11:45:00,411.6208842,219.8,2046.96221,253.8612505
2021-03-15 12:00:00,341.6023463,285.7,2109.740499,364.5774663
2021-03-15 12:15:00,360.8971633,279.8,1974.099074,534.8877799
2021-03-15 12:30:00,269.5200186,548.7,2037.896014,297.3652639
2021-03-15 12:45:00,239.3450539,417.5,2323.806826,118.2497342
2021-03-15 13:00:00,161.858713,283.9,2334.051648,114.3277356
2021-03-15 13:15:00,117.8846131,178.5,2143.473381,184.8514839
2021-03-15 13:30:00,69.21882355,165.0,2317.301568,395.1659448
2021-03-15 13:45:00,67.03889734,221.0,2348.429001,497.9201813
2021-03-15 14:00:00,72.78379988,368.1,2028.814503,351.0257944
2021-03-15 14:15:00,91.83594375,241.9,1975.58115,437.440417
2021-03-15 14:30:00,110.4032286,292.5,1911.079215,241.5884271
2021-03-15 14:45:00,157.5357338,182.5,1941.201342,121.1283222
2021-03-15 15:00:00,195.450102,129.6,1878.083126,136.3184632
2021-03-15 15:15:00,221.0934519,233.2,2273.690551,79.16293993
2021-03-15 15:30:00,180.6658356,113.6,2433.999756,377.3907295
2021-03-15 15:45:00,193.7240844,248.9,2256.2877,472.6658319
2021-03-15 16:00:00,226.702309,320.6,2093.038581,342.801745
2021-03-15 16:15:00,263.5584267,357.5,2279.125127,295.536863
2021-03-15 16:30:00,351.216168,173.4,2468.06099,227.2397319
2021-03-15 16:45:00,347.5422266,248.7,2079.128028,211.9609413
2021-03-15 17:00:00,449.1179244,264.1,2282.548492,532.4450951
2021-03-15 17:15:00,506.1781752,381.6,2189.917013,179.5209431
2021-03-15 17:30:00,508.3125347,181.1,2365.443594,271.1670917
2021-03-15 17:45:00,538.4288903,210.2,2379.849592,320.9979722
2021-03-15 18:00:00,548.9459194,263.1,2397.383639,342.3358333
2021-03-15 18:15:00,581.7462125,326.7,2732.401007,481.6779111
2021-03-15 18:30:00,614.9764644,306.8,2474.405231,427.1862628
2021-03-15 18:45:00,664.9038734,475.4,2562.227231,80.94442786
2021-03-15 19:00:00,707.0768747,356.0,2637.454258,243.6995379
2021-03-15 19:15:00,732.4374313,336.0,2366.381718,521.3797198
2021-03-15 19:30:00,773.7018653,332.1,2605.367913,569.3442861
2021-03-15 19:45:00,790.9702931,361.6,2335.619783,413.5676264
2021-03-15 20:00:00,846.4775666,273.0,2584.451456,394.0769667
2021-03-15 20:15:00,820.5716491,303.3,2461.744083,184.8642123
2021-03-15 20:30:00,859.5873959,207.3,2309.020826,174.7445441
2021-03-15 20:45:00,931.4322166,164.8,2378.419785,264.4005016
2021-03-15 21:00:00,942.3046747,208.3,2256.737053,471.1428375
2021-03-15 21:15:00,963.563925,283.5,2415.624808,470.777249
2021-03-15 21:30:00,992.7543794,338.9,2350.477108,251.4393878
2021-03-15 21:45:00,1063.322833,188.6,2286.006396,318.6798368
2021-03-15 22:00:00,1083.180775,232.0,2153.193926,371.0744201
2021-03-15 22:15:00,1101.368003,253.0,1926.347612,307.0520319
2021-03-15 22:30:00,1109.434968,236.9,2400.631015,549.1559847
2021-03-15 22:45:00,1172.295323,314.4,2419.912983,205.4584908
2021-03-15 23:00:00,1243.484336,173.0,2351.417379,286.7093451
2021-03-15 23:15:00,1314.957171,244.2,2193.970458,287.1911688
2021-03-15 23:30:00,1338.96284,213.6,2240.130172,328.6289806
2021-03-15 23:45:00,1416.240709,223.1,2296.55784,659.6565715
2021-03-16 00:00:00,1427.561182,400.7,2152.961157,387.4070316
2021-03-16 00:15:00,1542.704796,257.8,2035.001424,304.8191229
2021-03-16 00:30:00,1586.952369,228.2,1981.517425,268.8089757
2021-03-16 00:45:00,1572.401372,204.2,1928.674308,306.3640417
2021-03-16 01:00:00,1606.168753,223.3,2129.525024,416.2820361
2021-03-16 01:15:00,1574.685985,229.9,2087.229276,574.9444622
2021-03-16 01:30:00,1549.361976,366.5,1969.026298,267.6254295
2021-03-16 01:45:00,1543.930134,290.9,2060.287762,295.5588604
2021-03-16 02:00:00,1552.874999,152.7,2076.317001,406.3886552
2021-03-16 02:15:00,1585.189683,226.7,1958.759807,490.0213104
2021-03-16 02:30:00,1627.920573,296.9,1961.108482,392.1055875
2021-03-16 02:45:00,1668.664284,249.9,1941.468147,540.9686378
2021-03-16 03:00:00,1673.787745,305.4,2011.565874,328.2905345
2021-03-16 03:15:00,1712.285497,221.2,1988.835001,327.2517188
2021-03-16 03:30:00,1692.600208,169.3,2186.766226,349.0046493
2021-03-16 03:45:00,1704.390888,202.0,2028.197106,330.3178451
2021-03-16 04:00:00,1782.731539,201.4,2137.323567,424.4442882
2021-03-16 04:15:00,1765.634409,206.2,2043.095549,837.7264243
2021-03-16 04:30:00,1735.863663,441.9,2001.05328,388.4830056
